Post URL,Primary Hashtag,Username,Caption,Top Comments,Scam?,Notes/Flag
https://www.tiktok.com/@kevintrudeau_student/video/7581191287135653142?q=manifastation%20courses&t=1775682210339,#manifestation,@kevintrudeau_student,"The exact recipe and steps to manifest your desires, goals and dreams.

Get Kevin’s course Your Wish is Your Command Series in our bio for free by using the coupon code YWIYC to access it.","why it's asking to ad my credit card details

",yes,"Claims it's free. However, requires bank information. Negative comments"
https://www.tiktok.com/@manifestation_mindset7/video/7626138574294895880?q=manifastation%20courses&t=1775682210339,#manifestation,@manifestation_mindset7,Consciousness Is The Gateway To All Experience.,No comments,yes,"Low engagement, link in bio"
https://www.tiktok.com/@brianafarnsworth/video/7482530715251281182?q=richlifestyle&t=1775681784083,#richgirl,@brianafarnsworth,gossip girl lifestyle in palm beach,may this life find me 🙏,no,Sharing luxury lifestyle. Not selling anything
https://www.tiktok.com/@paradoxprocess/video/7321518335420681518?q=manifastation%20courses&t=1775682210339,#manifestation,@paradoxprocess,"You might ask, HOW is this differnt from other manifesting courses?","“deliberately hack the system called your mind …” 🤯
",yes,Too good to be true. Not sharing details about the course. Low engagement
https://www.tiktok.com/@kevintrudeau_student/video/7551121070468746518?q=manifastation%20courses&t=1775682210339,#manifestation,@kevintrudeau_student,"How Kevin Trudeau used the Law of Attraction and manifestation techniques to manifest $100,000 per week

If you want to learn how he did it, you can get his course Your Wish is Your Command Series for free in our bio.

Use the coupon code YWIYC to access it for free.","I want $100,000 a week 🔥✨🥰",yes,"Too good to be true. Claims manifestation can bring $100,000 per week without working for it"
https://www.tiktok.com/@erfolgssprint/video/7597155632080375062?q=richlifestyle&t=1775687026243,#luxurylife,@erfolgssprint,2026 is our year,I'm ready,no,Sharing luxury lifestyle. Not selling anything
https://www.tiktok.com/@rvnxii/video/7622435993253186837?q=richlifestyle&t=1775681784083,#luxurylife,@rvnxii,My future life,EXACTLY QUEEN,no,Sharing luxury lifestyle. Not selling anything
https://www.tiktok.com/@joe.hehn/video/7065040126757621038?q=manifastation%20courses&t=1775682210339,#manifestation,@joe.hehn,Free Manifestation Course if you need a little extra help! Link in bio:),Love this!!! 🙏❤️,yes,"Claims his course is free. Link in bio. Upon reserach, it's not free"
https://www.tiktok.com/@luxuryexplorer1/video/7352195616832802080?q=richlifestyle&t=1775681784083,#luxurylife,@luxuryexplorer1,Mom I am a rich man,"Can't wait to finally say to my mom "" Mom, I am the wealthy man"" 🫶✨",no,Sharing luxury lifestyle. Not selling anything
https://www.tiktok.com/@digitalcashqueenofficial/video/7634938029227920670?q=digitalproducts&t=1775583679810,#workfromhome,@digitalcashqueenofficial,Comment INFO!!,Where do you find swc 2.0? ,no,Shares info. Doesn't sell anything
https://www.tiktok.com/@christinamlazaro/video/7634631993828871455?q=digitalproducts&t=1775583679810,#digitalproductbusiness,@christinamlazaro,How to create digital products that will earn you the most money,Congratulations! Way to go!,no,Shares info. Doesn't sell anything
https://www.tiktok.com/@mollykeyser/video/7632023884199431437?q=digitalproducts&t=1775583679810,#digitalproducts,@mollykeyser,"I make $31,756 per month online… without a website
No homepage
No blog
No fancy design
Because websites don’t actually sell your products
Funnels do
Here’s the exact system I use:
Step one: YouTube
I post 1–2 long-form videos each week teaching something helpful
Step two: Freebie
Inside those videos, I offer a free resource people can download
When they grab it, their email goes onto my email list
Step three: Automated emails
A short email sequence delivers value, builds trust, and links directly to my digital product checkout page
So the system looks like this:
YouTube → Freebie → Email List → Checkout Page
That’s it
No website needed
And once this system is set up…
It can generate sales 24/7 while your videos continue bringing in new traffic
This is the exact model I’ve used to build consistent income with digital products — simple, streamlined, and built for long-term freedom
If you want me to walk you through this step-by-step, I’ve got a free training for you",No comments,no,Shares info. Doesn't sell anything
https://www.tiktok.com/@shecodes.cash/photo/7502417521287449864?q=digitalproducts&t=1775583679810,#digitalproducts,@shecodes.cash,"I started selling digital products created in Canva hoping to make an extra $500 per month... I ended up making $155k in 6 months💸✨
","I'm not doubtful but How did you sell your product, creating it,I know, its How to sell it so well I want to learn please
",yes,Have to comment for more info. Claims to give out free products
https://www.tiktok.com/@gmoney.tech.apps/photo/7597945420601412882?q=digitalproducts&t=1775583679810,#digitalproducts,@gmoney.tech.apps,"If you're completely lost, and Don’t know where to start with digital marketing, then this Post is for you. Follow this simple 5 beginner roadmap and read slowly to the end.

1. Pick one goal: Lead gen, sales, or brand awareness.

2. Choose 1–2 channels (start with TikTok+ Instagram).

3. Learn the basics – SEO terms, content, funnels, email marketing (use free courses).

4. Set up 3 tools – website/landing page, email, tools, use Canva for designs

5. Create a 30-day content plan: 3 posts/week + 1 lead magnet to collect emails.

5. Measure & iterate: track Engagement, saves, clicks weekly; double what works.

No budget? No problem. Use YouTube, & Chatgbt to build marketable skills.

If you're New to digital marketing? Follow for simple, beginner-friendly guides.","Ghostwriting pays my bill🥰🥰

",yes,Doesn't give actual advice. Have to comment for more info. 
https://www.tiktok.com/@mamashae2326/photo/7596442373094116622?q=digitalproducts&t=1775583679810,#digitalproducts,@mamashae2326,"If you think digital products are about aesthetics, don’t! 🤣

The girls who are ACTUALLY getting paid online aren’t chasing trends. They’re building assets that save time, simplify life, or quietly create income for other people.

Selling digital is less “post more” and more “move smarter.”

Here are ten product types that consistently convert and what people comfortably invest in:

1. Social Media Content Planners 📙
People don’t want ideas. They want organized execution. A good planner tells them what to post, when to post, and why it works. It removes guesswork and replaces it with momentum. That’s why these sell beautifully to busy women building brands between real life.
💰 $17–$47

2. Canva Templates for Businesses 🦋
Logos, flyers, story sets, reel covers. Speed is the luxury. They want to look expensive without spending hours in Canva. Think logo kits, story highlight sets, reel covers, media kits, and promo flyers. You’re selling speed, polish, and confidence in one click.
💰 $15–$65

3. Budget & Money Trackers 💸
Luxury starts with control. Digital planners, savings challenges, and debt trackers help people see their money clearly and move intentionally. When someone feels organized financially, spending on tools feels justified.
💰 $9–$39

4. Faceless Reels / TikTok Prompt Packs 🎥
Not everyone wants to show their face, but everyone wants reach. These packs guide creators on what to film, what to say, and how to hook viewers while staying low-exposure. Visibility without pressure is powerful, and buyers know it.
💰 $19–$59

5. Digital Journals & Self-Growth Workbooks 📖
Soft life meets structure. These aren’t just cute PDFs. They guide mindset, routines, goals, confidence, and daily reflection. People pay for emotional clarity just as fast as business tools.
💰 $12–$49

6. Small Business Start Guides 📒
Beginners don’t need motivation, they need a map. A polished guide walks them through setup, branding, platforms, pricing, and mistakes to avoid. When someone feels supported, buying becomes easy.
💰 $27–$97

7. Skill-Based Ebooks📇
Think practical glow-ups: content creation, monetization, branding, productivity, or audience growth. Not fluff, but “do this, then this.” These sell because people want shortcuts without wasting months testing.
💰 $17–$67

8. Email Marketing Templates 📧
Luxury is not staring at a blank screen. These templates help business owners nurture leads, sell smoothly, and sound confident without overthinking. You’re giving them words that convert.
💰 $25–$89

9. Notion Dashboards 🔖
Organization is quiet wealth. Dashboards help people track content, goals, finances, habits, and workflows in one beautiful system. People invest in tools that make life feel calm and elevated.
💰 $19–$79

10. Resell-Friendly Product Bundles ‼️
Instead of starting from zero, some women prefer starting with something proven and making it their own. Bundles let buyers step into business mode faster with less friction and more flexibility.
💰 $27–$147

Here’s the part most people miss:
Digital products don’t move because they’re cute.
They move because they remove confusion, save hours, or create income.

Once I learned what actually converts, my focus changed from “What should I post?” to “What problem can I solve today?”

If you’re the type who prefers starting smart instead of starting from scratch, I keep a small resource I share with people ready to move intentionally. No pressure, just access when you want it. 🤍

Drop a 🍋 and I’ll send it.
Or save this post and come back when you’re ready to build louder results with quieter moves.✨","This is exactly what people don’t understand…
",yes,Have to comment for more info
https://www.tiktok.com/@plrdigitalplanner/video/7623726411655728406?q=digitalproducts&t=1775583679810,#digitalproducts,@plrdigitalplanner,How to sell digital products step by step,How are people selling bundles that are 100+ pages? Do they design each individual one or is there a tool that helps do this?,yes,Have to comment for more info
https://www.tiktok.com/@moneywithmak/video/7605013414083038495?q=digitalproducts&t=1775583679810,#digitalproducts,@moneywithmak,"Digital products that actually sell on Etsy ✨💸🤍

✨baby shower invitations
✨niche planners & trackers (adhd planners and budget trackers are super popular!)
✨png & svg files! This is typically created art that’s sold with usage rights so people can use it in their business!
✨Art print bundles ( YES THEY SELL!) This is easily one of the most successful products when done right! Bundles are the best way bc they have a higher price

My YouTube channel has full step by step tutorials! Search money with mak or check the link in my bio to watch 💸💕

Digital products are assets - once you make it once, you can sell it unlimited and indefinitely! People download it as a file and you make the money each time! No inventory or shipping necessary",It’s not easy designing in canva! Sometimes it takes me the whole day,no,Doesnt sell anything
https://www.tiktok.com/@giacomoruscica_/video/7625621305248779542?q=luxury%20lifesty%3Be&t=1777864503488,#luxury,@giacomoruscica,Monaco,People wanna be rich not get rich,no,Luxury video
https://www.tiktok.com/@thehamerston/photo/7610513960839679254?q=luxury%20lifesty%3Be&t=1777864503488,#richlifestyle,@thehamerston,This Lifestyle.,"If you’re trying to level up, you might find The Hidden Codex of Reality by Taren Veyra interesting.",no,Luxury video
https://www.tiktok.com/@ailton.sz/video/7497047955849973047?q=luxury%20lifesty%3Be&t=1777864503488,#richlifestyle,@ailton.sz,No captions,This is why I wanna get rich,no,Luxury video
https://www.tiktok.com/@mindtrip.ai/video/7180164090638322990?q=travel%20sell%20giude&t=1775665457944,#travelplanner,@mindtrip.ai,Spilling all my secrets in today’s video! Link in bio to start your own custom travel planning business with Thatch.,"Do I need a license to do this???
",no,Travel planner. Sells the courses but doesn't look like a scam
https://www.tiktok.com/@storyhausmedia/video/7524731761280994615?q=travel%20sell%20giude&t=1775665457944,#travelAgent,@storyhausmedia,"Replying to @mikaylainprogress I do nottt believe in overly promotional content. So yes, even as a travel agent, there are ways to get your audience genuinely excited to book with you, not pressured.

The best content shows the value without yelling “book with me!!!”

Give people a reason to trust you. To be inspired. To actually want you to plan their dream trip. 🛫

(And don’t forget to screenshot the content ideas in this video for inspo!)",Great Ideas,no,Normal advice. Doesn't sell anything
https://www.tiktok.com/@rocheletravel/video/7626391123560238349?q=travel%20sell%20giude&t=1775665457944,#travelagent,@rocheletravel,"A year ago, I registered — and since then, I’ve sold trips worth over $250K 😌⬇️
I decided to share this tip because if I had known about it earlier, I could have become an agent long ago and started collecting my commissions instead of giving them to others.
But as they say, better late than never.
If you’re curious about how it works, just message me “travel” and I’ll explain everything in detail.",No comments,yes,"Profile looks fake. Poor bio, few followers, selling courses by guilt-tripping viewers"
https://www.tiktok.com/@therichbaddiegirl/video/7531199338446359839?q=travel%20sell%20giude&t=1775665457944,#travel,@therichbaddiegirl,"EXPOSED the underground method travel sellers use to make $15k monthly without visiting a single destination they create templates for.

I used to think you needed to be a world traveler to sell travel planners until I discovered top Etsy sellers were making bank from their couch using this copy paste system that nobody talks about.

The Template Cloning Method

The biggest secret is successful sellers never reinvent the wheel. They use the exact same structure for every destination. Daily schedule blocks, budget trackers, restaurant sections, attraction lists, and packing guides. Build this framework once in Canva then clone it infinitely. Same skeleton, different city flesh.

The Invisible Keyword Strategy

Here's where everyone gets buried alive. They chase ""travel itinerary"" with thousands of competitors while smart sellers target ""vacation planning kit"" or ""trip organization bundle"" instead. Same desperate customers searching but you're the only seller they find.

The Impulse Buy Price Point

That $15 sweet spot triggers instant purchases without buyer hesitation. High enough to signal real value but low enough that stressed travelers grab it faster than their morning coffee. The psychology behind this number is pure gold.

But the real money isn't in single sales.

The sellers crushing six figures aren't stuck in the one template trap. They've cracked the automation code that turns simple digital products into passive income machines that work while they sleep.

The gap between making pocket change and serious monthly revenue comes down to having the right scaling blueprint and proven systems.

If you want the full breakdown on how sellers are scaling simple travel templates into income machines, I dropped The Free Rich Baddie Guide in my bio. It's packed with my done for you templates, automation workflows, and scaling strategies that turn one digital product into a passive income system.

But I'm only keeping this free temporarily because this level of insider knowledge typically costs hundreds.

Everything you need is in the first 🔗 in my bio

LIKE SAVE & FOLLOW ❤️",No comments,yes,"Not trust worthy, low engagement, typical ""no one tells you this"""
https://www.tiktok.com/@nomadictips8/video/7604317132184112397?q=travel%20sell%20giude&t=1775665457944,#travel,@nomadictips8,Only hashtags,How are you supposed to change the name on the airline tickets? Airlines do not allow this.,yes,"Upon research, the website is risky, in most cases a scam"
https://www.tiktok.com/@electricman8123/video/7585002874539658527?q=career%20courses&t=1775659025345,#career,@electricman8123,"If you want to get into electrical, I recommend you start by learning the basics online through the CourseCareers Electrician Course. This teaches you everything you need to know and helps with the job search too. The link to their free course is in my profile.",Have you completed a program then already or are you just getting started?,yes,"Claims course is free. However, course is not enough to get a job. Some comments claim course is not free either"
https://www.tiktok.com/@techandsee/video/7273984907603430699?q=career%20courses&t=1775659025345,#career,@techandsee,"Last summer of 2022 I took the Technology Sales course with CourseCareers. Started June 2nd, finished July 6th. Chilled on vacation for 2 1/2 months. Started applying for jobs in October. Landed 3 interviews with 3 different companies. Got rejected twice. Third company hired me and offered $75k/yr to be a Sales Development Representative/Business Development Representative. My start date was Nov. 1st. BEST. DECISION. EVER. 🙌🏽👩🏽‍💻",I wanna do this so bad but I'm scared ill spend that $ for CC for nothing and not land a job,yes,Claims some courses (not free) are enough to land high-paying jobs
https://www.tiktok.com/@maxtalkstech/video/7618757812570688799?q=career%20courses&t=1775659025345,#career,@maxtalkstech,"Dozens of free online courses with certificates. Perfect for career development and upskilling. Learn about AI, Personal Finance, Career tips, and more. Powerful websites you should know",Course,yes,Have to DM him to get free trial. Sells the course
https://www.tiktok.com/@brandondoeshvac/video/7583864116771654943?q=career%20courses&t=1775659025345,#career,@brandondoeshvac,"If you want to break into HVAC and land your first job, start by learning the fundamentals online
through the CourseCareers HVAC program. You’ll get a real understanding of how systems
work, how to diagnose issues, and what tools you’ll actually use on the job. The link to their free
course is in my profile.",Not free at all better off going to a 16week school. I paid $500 and only paying $20 to take my 608 license with 4 chances to pass the test,yes,Not a free course
https://www.tiktok.com/@learnsfmc/video/7621224435940379934?q=career%20courses&t=1775659025345,#career,@learnsfmc,The best career course on how to go from $0 to $200k a year and how to scale from $200k to $1M+ all in 3 minutes.,No comments,yes,Sounds too good to be true. $0 to $1M+
https://www.tiktok.com/@estimatorjon/video/7593518145940262175?q=career%20courses&t=1775659025345,#career,@estimatorjon,"If you want to land your first job in construction estimating without a degree or previous experience, I recommend you start by learning the basics online through CourseCareers Construction Estimating Course. The link to their free course is in my profile","I finished the course/passed the exam 2 months ago, updated my resume/linkedin.. tried networking with recruiters etc… still nothing. Ive applied to over 50 junior estimator roles.. nothing. any advice?",yes,"Link in bio, free class (not full course), negative comments"
https://www.tiktok.com/@workfromhome.bestie/video/7624372923104496909?q=workfromhome&t=1775583998653,#workfromhome,@workfromhome.bestie,If you’re looking to get hired fast check this listing out it was just posted today‼️ they’re looking to hire fast! 💨,U have to pay to get the job tho..,yes,Looks like a scam since people have to pay to get the job. The creator of the video responded to a comment confirming that people have to pay for it 
https://www.tiktok.com/@sheisapaigeturner/video/7625803814792121613?q=workfromhome&t=1775583998653,#workfromhome,@sheisapaigeturner,Working from home is still work! Throwing in a load of laundry here or there is great but also some days that can’t happen and that’s ok!,Spoken from people who truly have never worked from home. I work harder from home than I ever did in the office. Period,no,Just sharing the lifestyle
https://www.tiktok.com/@maxtalkstech/video/7625252335123582238?q=workfromhome&t=1775583998653,#remotejobs,@maxtalkstech,"Top 3 High Paying Remote Job Boards. Best websites to find the highest paying remote jobs to work from home. Remote jobs in Marketing, Data Entry, Sales, Tech, and more.",Jobs,yes,Need to DM him to get the link and will let you try applying once for free (probably have to pay later)
https://www.tiktok.com/@onlyworkfromhometips/video/7623372991614831902?q=workfromhome&t=1775583998653,#workfromhome,@onlyworkfromhometips,For more information click on apply now link on my bio!!! ,Me please,yes,"Doesn't look credible. Have to go to the link in her bio and claims she can help. Few followers, small engagement. "
https://www.tiktok.com/@calebboxxofficial/video/7591495936275123487?q=faceless%20business&t=1775584611010,#facelessbusiness,@calebboxxofficial,Here’s what I did to build a $40k/mo YouTube faceless business with ai,Class,yes,Claims people can make 40K per month. Sounds too good to be true. He's also asking people to DM him for his class
https://www.tiktok.com/@digitalwithjosefine/video/7581573877348912387?q=faceless%20business&t=1775584611010,#facelessmarketing,@digitalwithjosefine,"If being on camera holds you back from starting your business this is your sign. 🤍Faceless marketing is real, it’s profitable and it works – even for beginners.

What is Faceless Digital Marketing?
Faceless Digital Marketing is when you build and grow an online brand, sell digital products or provide services without personally showing your face or identity.Instead you focus on content, visuals, and systems to attract and convert an audience…✨",Interested,yes,"Sells the courses. Few engagement, few followers. Account is very new. No credibility"
https://www.tiktok.com/@moonlightfemme/video/7506972698401082646?q=faceless%20business&t=1775584870409,#facelesscontentcreator,@moonlightfemme,"Ever wanted to start a business without showing your face or holding any inventory?
I got you. Here’s a faceless business idea using Printful that lets you create and sell custom products without ever touching them. Perfect for creators, introverts, or anyone wanting to earn online in 2025.","I have heard of printful. how does that work
",no,Doesn't sell anything. Shows how someone can create products in the video
https://www.tiktok.com/@anonymouslyzara/video/7590756313198562582?q=faceless%20business&t=1775584870409,#facelesscontentcreator,@anonymouslyzara,You guys seemed to like this one on the gram so brought it here 👀 ,Blueprint,no,Have to DM her to get the full instructions. Selling courses however doesn't look like a scam. 
https://www.tiktok.com/@kd.dropship/video/7615833056724765974?q=tiktok%20made%20me%20buy%20it&t=1775585202698,#tiktokmademebuyit,@kd.dropship,"""3 dropshipping products that TikTok made me buy it in 2026",No comments,yes,AI voice talking about some products. Small to no engagement. Promoting products for dropshipping
https://www.tiktok.com/@thehomebadger/video/7194891552680905989?q=tiktok%20made%20me%20buy%20it&t=1775585202698,#tiktokmademebuyit,@thehomebadger,That last on though... 😎,"The tooth paste cap is kinda sus 🤨
",no,Sharing some products. Looks like a normal video
https://www.tiktok.com/@chillstyle4me/video/7526621212336770317?q=tiktok%20made%20me%20buy%20it&t=1775653922593,#tiktokmademebuyit,@chillstyle4me,"We need this in daily life, you do something while reading, browsing TikTok, this is a must have 📱📱","Totally hands free, still has to use hand to operate remote…",no,Sharing a product. Looks like a normal video
https://www.tiktok.com/@tupilo57/video/7511533205619477806?q=tiktok%20made%20me%20buy%20it&t=1775653922593,#tiktokmademebuyit,@tupilo57,Only hashtags,Don't waste your money,yes,"Claiming that this product is 10 times better than working out. No credible source, negative comments"
